"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","131622329136.79","151301395662.365","168821516755.207","191432244851.494","212516996521.842","237688970058.437","242082887710.221","228298552398.463","270807944409.301","255602247739.698","220530941093.503","196722355898.851","143616691473.803","145180724652.998","193629068427.199","201504645765.229","188629643289.298","193762163281","194890492085.013","210613750467.4","212796063312.597","219437508763.145","275822235777.044","262089821095.525","273934683776.563","278364558065.636","280013427957.102","290856651242.133","311808886956.786","333907228162.47","356499010268.127","381226759554.423","405378583618.008","414294595368.741","422526251275.819","427819290936.359","461960046217.674","481934274162.014","505171120738.487","532212944062.748","555757283009.377","552259586262.573","581777118718.455","559346836393.405","561124046296.41","544292267305.882","550029432035.586","546101390330.6","590146682236.404","614723397165.011","621538110482.67","621023553355.469","598352635202.577","625903910965.255","661260864640.594","673353808140.473","672956681374.006","",
"Montenegro","MNE","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","530751577.77655","522738490.757407","504096791.971382","500311539.475985","537337816.927729","538189003.230279","536806261.100868","572855904.502035","645686181.950355","542638581.327563","569391607.560262","571980116.986879","522961387.437019","565861706.171899","566509151.99674","578832703.129716","618727849.89289","646557086.286639","747475514.765007","784747969.849458","711258569.409428","710376730.998712","698741283.462494","722093812.546949","720149033.482988","",
"Mongolia","MNG","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","971970055.039507","1060961916.58439","1144238649.51496","1273235890.68036","1344266068.29728","1432849585.50035","1497348336.21492","1601852466.65151","1688352450.38252","1220537876.46347","1039703999.24878","940261634.07547","869054801.695025","888969251.597103","1141507154.68671","1119421347.73498","1120796591.45065","1152016136.14285","1161369256.61126","1178635654.93489","1329140684.47555","1375109455.11923","1466423901.60479","1690159722.1343","1761453166.50582","1872298869.37611","2003749257.88544","1987931747.5575","1979737626.92429","2064744286.53687","2245894523.95046","2579157814.43364","2956786286.41179","3330933287.50481","3662111124.20815","3575839957.3083","3625560997.35387","3933147573.16479","4054430711.35909","3876238626.65438","3790179607.6788","3618898362.2613","4085381900.80591","4329430590.08115","",
"Northern Mariana Islands","MNP","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","414241130.664558","343202641.563132","362042062.236385","315969821.505934","316235612.984763","323109638.221806","293060456.587538","303317563.458461","276402793.695419","269412940.810443","263603987.93627","290232623.525888","334405378.624878","433419737.441216","548555676.807189","656051540.094839","742041958.431333","941312750.373695","1038980785.98199","1191851385.83026","1393553625.88718","1442486825.17341","1548678618.7","1657715357.45033","1744782409.72688","1856757722.25643","1957066646.69633","2099412385.29697","2281691916.59235","2411806119.05397","2647463712.12222","3017336853.64242","3292173659.59599","3462343021.40162","3627992549.18667","3618490359.98414","3391491629.39574","3448931286.19756","3607988394.2162","4108118565.65184","4206366559.71561","",
"Mauritania","MRT","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","515831025.666398","406154572.521726","290537314.375065","418330148.674765","574697305.280546","627173166.44448","668175650.271418","752689562.894959","760343195.215122","833369626.14324","882173682.876094","795496212.590067","770491556.894253","888911088.696909","803065268.247745","897551381.917981","799548515.340733","833820666.357096","922485533.673173","862468800.223359","862067120.749969","827090261.475511","779237576.346199","1041201017.43958","1084120466.40138","1178557291.45331","1146561489.74471","1156991879.94837","1299986100.89408","1212949238.86489","1206535934.40377","1200156540.57269","1276364167.86908","1346535162.23784","1361614479.04076","1391713174.85484","1461390878.77162","1471588942.96554","1414554871.39622","1158994784.19025","1069806772.73624","1081707281.90294","1101449580.55573","1129823662.53192","1214104249.16009","1867853715.25725","1536786573.75481","1390403834.89855","1321478662.17461","1235179596.17645","1244275909.24419","1224751717.36761","1309243497.73977","1355069687.42424","1402746349.87401","1322499126.55855","1311717036.5014","1334613674.09865","1345854774.04516","1399565621.87578","1238646113.88654","1394022906.87197","1446831740.19937","1426855683.2101","",
"Mauritius","MUS","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","289063386.20345","312645607.328564","334408457.1257","340719783.375119","309653790.975473","325814687.039878","338899756.444735","341197498.798256","375692337.031867","428536090.913288","505336614.202238","572493120.032807","624014326.327491","662704165.477426","717539029.847504","755150918.871165","807825674.261427","845416218.064879","884197474.08629","924988451.997381","982495551.918813","1030852250.95425","1099392181.46405","1137742932.00405","1222484699.16692","1277168570.34728","1247198984.48259","1289782703.4541","1299901437.21395","1254308546.60856","1943161305.60625","2046715739.18989","2154600902.6937","2218249787.21544","2279055796.02973","2274961102.12326","2290628179.26287","2317525003.56549","2314628968.50231","2304580864.71345","2326186478.71964","2405211535.79914","2480940328.18208","2549833426.83865","2048106505.84956","2270902426.21153","2424481462.07578","2515283590.51587","2633313272.87959","",
"Malawi","MWI","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","233751556.130299","245056757.132873","259686994.588259","269994670.357049","283959926.822319","333835794.131947","329845711.85049","355448670.02652","417959724.312275","404659535.931466","425274886.579104","476480760.291464","480138340.987945","487120937.677375","472823179.844868","473488223.781107","488783459.841295","486455922.965965","523364049.453499","514053916.56679","527686630.461598","557944668.291996","602500434.730071","658693885.543331","684629356.882505","701254637.043009","649051245.265646","664679003.358712","697168598.877062","754632749.85845","752132646.425268","768472736.489204","793591391.861981","785825926.230897","701590271.56269","650334278.918797","722195600.763788","758398804.034617","813217027.029962","894085887.665809","1020702432.90906","1107462139.75967","1316772484.16869","1426164249.1562","1453949209.08147","1445999887.02411","1493717883.31431","1563851821.48705","1618586791.79993","1657432389.16046","1693895901.75238","1815160136.01303","1953485736.42872","2034555419.34973","2089107367.50066","2074909378.15854","2120963046.04965","2165462534.44428","",
"Malaysia","MYS","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","10243710516.0064","11148238311.7219","11984423663.6902","12440996289.842","12461585069.392","12424981481.9841","14724350749.2266","15505506287.2968","17019207832.351","19509547639.0439","20209019312.7937","20414567726.1314","21870082253.8711","24550082458.4547","27490450012.2136","26722787027.7102","27939366712.6361","29035690263.5108","32548785843.7371","33365877200.1698","36158991305.5813","39677982836.4862","42363453509.3384","45566711279.0341","50107482408.1153","58384934095.4051","65503083399.9489","69936929131.1163","63428015175.545","68651381720.2126","76022031425.474","74119553173.0429","77224826974.5133","82932413799.6371","88720018543.1087","91499860888.2769","95441229150.5249","96194509273.3467","95353437362.8534","88991789386.9508","93312949398.9749","95622267631.1883","100339077463.696","103998419790.173","110107608538.126","115870263019.224","120903057590.154","126544609209.488","130765258120.996","134157006514.413","125989564444.344","133223068067.702","142128990852.374","144022969181.363","151076654323.371","",
"North America","NAC","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3764350370381.96","","","","","","","","","","",
"Namibia","NAM","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","1241179161.55517","1187757637.85541","1151824303.84412","1119830864.58922","1106670109.7608","1117070011.91825","1176897133.97559","1200573057.46558","1226746240.02119","1230955985.13607","1251017233.84269","1275374247.36575","1465160382.52369","1277148190.86377","1396958543.68304","1428615864.04698","1341611293.84352","1436126824.56289","1502515843.71617","1531709183.74674","1560575499.57029","1568689615.46962","1735032469.14804","1817288376.47739","2127095694.81136","2134023822.99969","2452952063.59362","2580835948.30305","2677955593.73482","2279642818.80008","2551224937.64711","2611728491.42608","2781948802.51167","2927861752.91713","3083485428.92011","3124384538.61035","2931823856.08482","2910990239.7321","3063915358.58666","2999216320.29881","2614067769.86134","2628357719.31841","2925422039.15084","3205790200.07963","3239175686.60761","",
"New Caledonia","NCL","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1931146022.07127","","","","","","","","","","",
"Niger","NER","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1051185739.78217","1014900165.08435","1039709474.92991","1007321629.31593","1020509098.75603","1040706223.30616","1085543185.7507","1119645050.39276","1121208426.7656","1037173548.11203","1047403861.75512","1087321346.6084","1122773750.15675","1162689060.3237","1175183518.61164","1157895527.80466","1205250750.80635","1183743051.03821","1210259015.883","1403022193.92147","1547627708.81438","1567469814.50966","1995610117.47775","2139623563.23335","2191196376.15831","2182581982.67247","2139581367.34974","2285481050.81642","2422675106.98004","2641263178.45626","2691746366.79804","2801986927.87029","2777012918.64492","2886516092.07503","3245105042.55956","",
"Nigeria","NGA","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","71380809338.4306","61880452460.6972","50138913908.0743","50967817609.2164","53251653820.1758","50696274741.6269","53440400242.0522","57785348436.6866","57348212486.3644","67704684112.7057","66262078028.2668","70321515792.4278","65531725068.5659","61653320435.2715","59796602816.4743","63174603055.9578","64374129416.8612","64626559505.3316","61957681412.4367","66579577087.7445","70305318813.6046","71210890911.0119","79870071976.0988","81276844125.0037","82654843038.761","81031536495.327","79469487878.348","77845024420.0015","79795495155.9155","83970747594.1033","91016806100.7583","93226419333.3786","95242799553.4527","101678505845.379","99398039146.1414","90600940626.4262","92545176641.9301","94276935509.0562","96456722911.0346","74544207901.1228","67598511347.1599","74464833846.6644","77453242119.8585","79624933229.5921","",
